69,69(體位)
worst_quality,糟糕品質
low_quality,低品質
normal_quality,一般品質
extremely_detailed_cg_unity_8k_wallpaper,極高解析度 CG 壁紙
illustration,插畫
nsfw,不宜工作時觀看
polygon,3D
3dcg,3D
animated,動圖
animation,動圖
animated_png,PNG 動圖
video,視頻
webm,視頻
mp4,視頻
videos,視頻
music_video,音樂視頻
gif,GIF 動圖
non-repeating_animation,非迴圈動畫
non-repeating_gif,非迴圈動畫
looping_animation,迴圈播放動畫
roulette_animation,輪轉動畫
archived_file,壓縮包
comics,漫畫
manga,漫畫
1panel,單格漫畫
4coma,四格漫畫
borderless_panels,無邊框漫畫
left-to-right,從左往右讀的漫畫
right-to-left_comic,從右往左讀的漫畫
corrupted_file,損壞的文件
corrupted_image,損壞的文件
corrupted_video,損壞的文件
front_cover,封面
cd_cover,專輯封面
disc_cover,專輯封面
character_single,單人封面
book_cover,封面
video_game_cover,視頻遊戲封面
game_cover,視頻遊戲封面
manga_cover,漫畫封面
fakeshot,(同人向玩梗向的)截圖
gamecg,遊戲 CG
game_asset,遊戲 CG
gyotaku_(medium),魚拓 (介質)
icon,圖示
kirigami,剪紙
line_art,線條藝術
no_line-art,幾乎沒用勾線的畫
lineless,幾乎沒用勾線的畫
outlines,角色形象有描邊
outlined,角色形象有描邊
tall_image,長圖
wide_image,寬圖
official_art,官方畫作
phonecard,電話卡
papercraft,紙藝
paper_child,紙質角色
paper_cutout,紙藝模型
paper_cut-out,紙藝模型
postcard,明信片
poster,海報
revision,修正版
revised,修正版
scan,掃描件
anime_screencap,動畫截圖
screencap,動畫截圖
shitajiki,墊板
triptych_(art),三聯畫 (藝術)
vector_trace,向量畫
trace,向量畫
vectortrace,向量畫
vector,向量畫
tileable,可平鋪拼貼
widescreen,寬螢幕
official_wallpaper,官方壁紙圖
hands_behind_back,手放在身後
arms_behind,手放在身後
raised_arms,雙抬臂
arms_above,雙抬臂
arms_raised,雙抬臂
arms_above_head,雙抬臂
hands_above_head,雙抬臂
caramel_dansen,焦糖舞
hand_on_waist,單手插腰
hands_on_another's_breast,手放在另一人的胸前
hands_on_waist,雙手叉腰
akimbo,雙手叉腰
hold,拿著
holding_object,拿著
handholding,牽手
hand_holding,牽手
holding_another's_hand,牽手
the_finger,比出中指
flipping_off,比出中指
shh,噓手勢
shush,噓手勢
undress,脫衣服中
stripping,脫衣服中
strip,脫衣服中
v_sign,勝利手勢
peace_sign,勝利手勢
wave,招手
outstretched_hands,伸出手
hands_outstretched,伸出手
reach,伸手觸及
arm_raised,單抬臂
raised_arm,單抬臂
one_arm_up,單抬臂
presenting_armpit,展示腋窩
presenting_panties,展示內褲
hands_behind_head,手臂放頭後
skirtlift,掀起裙子
skirt_up,掀起裙子
lifting_skirt,掀起裙子
mouth_to_mouth_feeding,共用食物/用嘴遞食物
mouth-to-mouth_feeding,共用食物/用嘴遞食物
adjusting_pantyhose,整理褲襪
adjusting_thighhighs,整理褲襪
arm_hold,抓住手臂
grabbing_arm,抓住手臂
hugging_arm,挽手
neck_hug,雙手摟著脖子
beckon,招手
tummy_grab,捏著肚子
bikini_down,扯著比基尼
fondling_testicles,愛撫睾丸
ball_caress,愛撫睾丸
dog_pose,爪子姿勢
convenient_head,擋住關鍵部位的頭
folded_arms,交叉雙臂
arms_folded,交叉雙臂
cuddle,擁抱
snuggle,擁抱
dual_wield,雙持
double_wield,雙持
palm,以手掩面
grab,抓住/抓著
hair_twirl,手指卷著頭髮
hands_between_legs,手放在兩腿之間
finger_in_panties,手伸進內褲裏
finger_to_another's_chin,手托著對方的下巴
hand_on_another's,手接觸到對方的臉
hand_on_knee,手放在自己的膝蓋上
hand_on_belly,把手放在自己的肚子上
hand_on_own_belly,把手放在自己的肚子上
hand_on_stomach,把手放在自己的肚子上
hands_to_mouth,手朝向自己嘴
hands_to_own_mouth,手朝向自己嘴
hand_to_lip,手朝向自己嘴
hand_on_lips,手朝向自己嘴
raised_finger,食指抬起
finger_raised,食指抬起
necktie_pull,抓著領帶
tiegrab,抓著領帶
tie_grab,抓著領帶
ok,OK手勢
eye_rub,揉眼睛
wiping_eyes,揉眼睛
rubbing_eye,揉眼睛
grabbing_sheet,抓著床單
girls_are_praying,少女祈禱中
on_phone,打電話
yawn,打哈欠
pulling_another's_hair,抓著對方的頭髮
ear_cleaner,采耳
holding_glasses,拿著眼鏡/正在摘眼鏡
holding_sunglasses,拿著眼鏡/正在摘眼鏡
hand_on_ear,手放在耳朵上
adjusting_sunglasses,扶眼鏡
adjusting_glasses,扶眼鏡
hand_on_own_head,手放在自己頭上
hand_on_own_forehead,手放在自己前額
hand_to_face,把手放在自己臉上
hand_on_face,把手放在自己臉上
hands_on_face,雙手放在自己的臉上
hands_to_face,雙手放在自己的臉上
hand_to_cheek,把手放在自己的臉頰上
hand_on_cheek,把手放在自己的臉頰上
hand_on_hat,手觸碰帽子
hand_to_chest,把手放在自己的胸口
hand_to_own_chest,把手放在自己的胸口
hand_on_chest,把手放在自己的胸口
hand_on_own_shoulder,手放在自己的肩上
hand_on_own_ass,把手放在自己的臀部
hands_on_knees,雙手放在自己的膝蓋上
hand_on_another's_hand,手放在對方的手上
air_quotes,引號手勢
finger_quotes,引號手勢
carry_me,抱著我手勢
pick_me_up,抱著我手勢
fists,緊握的雙手
closed_fists,緊握的雙手
clenched_fists,緊握的雙手
cupping_hands,用手比作杯子
cupped_hands,用手比作杯子
double_peace,雙手比 V
fidgeting,緊張手勢
fidget,緊張手勢
finger_counting,用手指比數字
finger_frame,用手指作相框
finger_camera,用手指作相框
fist_bump,碰拳
brofist,碰拳
fistbump,碰拳
fist_in_hand,抱拳
hand_glasses,用手比作眼鏡
own_hands_clasped,握住自己的雙手
clasped_hands,握住自己的雙手
heart_arms,手臂擺出心的姿勢
heart_hands_trio,三個人用手比心
high_five,擊掌慶祝
highfive,擊掌慶祝
horns_pose,用手比作角
horn_pose,用手比作角
noogie,雙拳擠頭
palm-fist_greeting,拱手禮
palm-fist_tap,拳頭拍手掌/有主意了
penetration_gesture,插入手勢/做愛示意
pinky_swear,勾指起誓
shadow_puppet,用手模仿其他物件/皮影戲
tsuki_ni_kawatte_oshioki_yo,代表月亮消滅你
in_the_name_of_the_moon,代表月亮消滅你
slit_throat_(gesture),割喉手勢
throat-slitting_gesture,割喉手勢
cutthroat_gesture,割喉手勢
raised_pinky,伸出小拇指
extended_pinky,伸出小拇指
pov_pointing,指向看圖的人
pointing_down,指向下方
pointing_forward,指向前方
pointing_skyward,向上指
pointing_to_the_sky,向上指
kamina_pose,抬高手臂向上指
saturday_night_fever,叉腰向上指 (舞蹈)
disco_pose,叉腰向上指 (舞蹈)
thumbs_down,大拇指向下
\n/,搖滾手勢
crossed_fingers,手指交錯
fox_hand_sign,狐狸手勢
finger_heart,雙指比心
inward_v,反向比 V
shaka_sign,沙卡手勢
two-finger_salute,二指敬禮
\m/,6+1 手勢
middle_w,3 手勢
money_gesture,金錢手勢
\||/,手掌貼牆
open_\m/,手掌貼牆
ohikaenasutte,要求自我介紹
straight-arm_salute,直臂敬禮/納粹式敬禮
roman_salute,直臂敬禮/納粹式敬禮
nazi_salute,直臂敬禮/納粹式敬禮
vulcan_salute,瓦肯舉手禮
clenched_fist,握緊的手
fist,握緊的手
closed_fist,握緊的手
fig_sign,Fig 手勢
hand_fig,Fig 手勢
fig_gesture,Fig 手勢
dulya,Fig 手勢
mano_fico,Fig 手勢
power_fist,力量手套
air_punch,舉起的拳頭
stroking_own_chin,扶頦冥想
stroking_chin,扶頦冥想
cunnilingus_gesture,舔陰手勢
handjob_gesture,手沖手勢
shocker_(gesture),爽歪歪 (手勢)
v_over_mouth,手指比 V 放在手上
air_guitar,空氣吉他
curtsie,(女子的)屈膝禮
heart_tails,心形尾巴/心形尾尖/尾巴擺出心形
heart_tail_duo,兩人尾巴擺出心形
kuji-in,九字印
hand_seal,九字印
shrugging,聳肩
victory_pose,勝利手勢
orchid_fingers,蘭花指
multicolor_hair,多彩頭發
yellow_hair,金髮
blond,金髮
blond_hair,金髮
blonde,金髮
gold_hair,金髮
gray_hair,灰發
brunette,茶發
dirty_blonde,淺褐發
dark_hair,黑髮
lavender_hair,紫發
redhead,紅發
braids,辮子
braided_hair,辮子
hair_braid,辮子
curls,捲髮
curtained_hair,窗簾/瀑布髮型
twin_bun,雙團子頭
buns,雙團子頭
twin_buns,雙團子頭
hair_buns,雙團子頭
double_buns,雙團子頭
twindrills,雙鑽頭卷
quad_drills,多鑽頭卷
side_drill,單側鑽頭卷
bangs_between_eyes,眼間劉海
hairbun,團子頭
bun,團子頭
single_hair_bun,團子頭
hair_vents,進氣口髮型
himecut,姬髮式
princess_cut,姬髮式
morning_hair,淩亂髮型
bed_head,淩亂髮型
pony_tail,馬尾
side_swept_bangs,朝一個方向的劉海
side_tail,側馬尾
sidetail,側馬尾
twinbraids,雙辮子
twinbraid,雙辮子
twin_braid,雙辮子
twin_tails,雙馬尾
twintail,雙馬尾
hair_past_waist,很長的頭髮
pigtails,短雙馬尾
low_twin_braids,低雙辮
dreadlocks,髒辮
hair_locs,髒辮
hair_loc,髒辮
cone_hair_bun,錐形髮髻
hair_cones,錐形髮髻
doughnut_hair_bun,圓環髮髻
donut_hair_bun,圓環髮髻
heart_hair_bun,心形髮髻
asymmetric_bangs,不對稱劉海
forelocks,耳前發
single_sidelock,單耳前發
hair_one_side_up,一側綁發
hair_two_side_up,雙側綁發
space_hair,漂浮的頭髮
hair_blowing,漂浮的頭髮
hair_covering_eyes,頭髮遮著雙眼
hair_over_eye,頭髮遮住了一隻眼睛
shoulder-length_hair,中等長髮
two_sides_up,小型雙股辮
hair_past_feet,超長的頭髮
extremely_long_hair,超長的頭髮
single_hair_vent,單側進氣口髮型
hair_ears,耳狀頭髮
bald_girl,禿頭女孩
buzz_cut,寸頭
chonmage,丁髷
crew_cut,平頭/板寸頭
flattop,平頂
okappa,河童頭
pixie_cut,精靈頭
bobbed_hair,波波頭
cornrows,玉米壟髮型
mullet,鯔魚頭
bow-shaped_hair,弓形頭髮
bow_by_hair,弓形頭髮
bow_hair,弓形頭髮
front_braid,前辮
tri_braids,三股辮
quad_braids,四股辮
triple_bun,三髮髻
hair_loop,發圈
hair_loops,發圈
hair_ring,發圈
single_hair_ring,單發圈
low-braided_long_hair,低辮長髮
mizura,角發
nihongami,日本發
topknot,丸子頭
top_knot,丸子頭
triple-tails,有三股辮子
quin_tails,有五股辮子
huge_afro,超大鳥窩頭
beehive_hairdo,蜂窩頭
quiff,蓬鬆感油頭
shouten_pegasus_mix_mori,昇天ペガサスMIX盛り
spiky_hair,刺刺的頭髮
widow's_peak,美人尖
antennae_hair,呆毛
double_ahoge,呆毛
comb_over,遮蓋頭髮稀少部分
lone_nape_hair,孤頸毛
hair_bikini,頭髮比基尼
hair_scarf,頭髮圍巾
tokin,東金帽子
mini_tophat,迷你禮帽
tiny_top_hat,迷你禮帽
nurse_hat,護士帽
hair_pin,髮卡
hairpins,髮卡
hair_band,頭箍
hair_clip,髮夾
hair_clips,髮夾
hairclips,髮夾
barrette,髮夾
hair_ribbons,發帶
flower_hair_ornament,發花
flower_in_hair,發花
hair_flowers,發花
hair_ornaments,頭飾
hair_accessory,頭飾
hair_accessories,頭飾
bow_tie,蝴蝶領結
neck_bow,蝴蝶領結
hair_bows,蝴蝶結發飾
maid_headband,女僕頭飾
maid_cachusha,女僕頭飾
ribbons,絲帶
shades,太陽鏡
blindfolded,眼罩
eye_patch,單眼罩
masks,面具/眼罩/口罩
bells,鈴鐺
muffler,圍巾
face_paint,面紋
devil_horns,惡魔的角
forehead_gem,額前有寶石
hair_bobble,頭繩
ball_braids,頭繩
hair_bells,頭髮上系著鈴鐺
hairbell,頭髮上系著鈴鐺
hairbells,頭髮上系著鈴鐺
bell_hair_ornament,頭髮上系著鈴鐺
heart-shaped_sunglasses,心形眼鏡
heart-shaped_glasses,心形眼鏡
rimless_glasses,無框眼鏡
over-rim_glasses,下半無框眼鏡
over_rim_glasses,下半無框眼鏡
kamina_glasses,卡米納墨鏡
goggle_on_head,頭上別著護目鏡
goggles_on_hat,帽子上別著護目鏡
goggles_on_helmet,帽子上別著護目鏡
bandage_on,貼有繃帶的臉
bandages_over_one_eye,纏著繃帶的單眼
bandaged_eye,纏著繃帶的單眼
eye_scar,眼睛上的疤痕
medical_mask,醫用口罩
face_mask,口罩
spiral_glasses,厚如玻璃瓶底的圓眼鏡
swirly_glasses,厚如玻璃瓶底的圓眼鏡
kitsune_mask,狐狸面具
unmasked,摘下的面具
mask_off,摘下的面具
gas-mask,防毒面具
headphone,耳機
spike_collar,帶釘項圈
witches_hat,女巫帽
wing_helmet,帶翅膀的頭盔
sailor_cap,水手帽
stocking_cap,聖誕帽
christmas_hat,聖誕帽
halter,繞頸系帶
haltertop,繞頸系帶
elbow_pad,護肘
glasses_on_head,眼鏡別在頭上
sunglasses_on_head,眼鏡別在頭上
hair_ties,發帶
hairtie,發帶
food-themed_hair_ornament,食物發飾
food_hair_ornament,食物發飾
lolita_headband,洛麗塔發帶
feather_hair_ornament,羽毛頭飾
hair_feathers,羽毛頭飾
feather_in_hair,羽毛頭飾
hair_feather,羽毛頭飾
hair_leaf,葉發飾
treble_clef_hair_ornament,音符發飾
bass_clef_hair_ornament,音符發飾
fortissimo_hair_ornament,音符發飾
1girls,1 個女人
2boy,2 個男人
2_girls,2 個女人
2girl,2 個女人
angels,天使
archangel,天使
super_deformed,Q 版
crossdress,偽娘
crossplay,偽娘
transvestite,偽娘
dolls,人偶
pixie,小精靈
fairies,小精靈
faerie,小精靈
kemono,獸人
anthro,獸人
lolicon,蘿莉
magic_girl,魔法少女
magical_girls,魔法少女
mahou_shoujo,魔法少女
maid_costume,女僕
maids,女僕
maid_outfit,女僕
maid_uniform,女僕
maid_dress,女僕
shrine_maiden,巫女
mini_girl,迷你女孩
monsters,怪物
kunoichi,忍者/日本武士
ork,半獸人
female_solo,單人
vampyr,吸血鬼
witch_costume,女巫/魔女
sorceress,女巫/魔女
boy_love,搞基
shonen-ai,搞基
shounen-ai,搞基
boy's_love,搞基
boys_love,搞基
gay,搞基
take_it_easy,油庫裏
yukkuri,油庫裏
shoujo-ai,百合
girl_love,百合
lesbian,百合
girl's_love,百合
girls_love,百合
no_human,無人
teen,青少年
adolescent,青春期的
catgirl,貓娘
pony_girl,馬娘
cowgirl,牛娘
drow,暗精靈
demon_girls,魅魔
demongirl,魅魔
ghosts,幽靈
kda,KDA組合(英雄聯盟)
weapongirl,機娘
mechamusume,機娘
cheergirl,啦啦隊
kids,兒童
children,兒童
gothloli,哥特蘿莉
kyuudo,弓道
nurse_outfit,護士
nurse_uniform,護士
officelady,辦公室女職員
police_officer,員警
cop,員警
police-woman,女警
police_woman,女警
racequeen,賽車女郎
japanese_maid,和風女僕
megane,眼鏡/眼鏡娘
meganekko,眼鏡/眼鏡娘
meganeko,眼鏡/眼鏡娘
fmm_threesome,二男加一女
long_neck,長脖子
chopstick,筷子
mic,麥克風
daggers,匕首/短劍
swords,刀
whips,鞭
firearm,槍
guns,槍
hand_gun,手槍
magic_wand,魔杖
yinyang,陰陽
ying_yang,陰陽
yin-yang,陰陽
ying-yang,陰陽
teacups,茶杯
tea_cup,茶杯
cigarettes,香煙
icecream,冰激淩
manual_piano,鋼琴
acoustic_piano,鋼琴
analog_piano,鋼琴
electric_piano,鋼琴
chairs,椅子
ranset,背包
back_pack,背包
bellybutton,肚臍
belly_button,肚臍
animal_tail,尾巴
thigh,大腿
big_thighs,粗腿
fat_thighs,粗腿
thunder_thighs,粗腿
kneepit,膝蓋內側
knee_pit,膝蓋內側
belts,腰帶
spats,自行車短褲
spandex_shorts,自行車短褲
biker_shorts,自行車短褲
girdling,束腰
low-leg_panties,低腰式內褲
mini_skirt,迷你裙
short_skirt,迷你裙
nopan,無內褲
pantsu,內褲
stripped_panties,條紋內褲
thong_panties,丁字褲
absolute_territory,絕對領域
zettai_ryouki,絕對領域
short_pants,短褲
bottom_less,下著較少
panties_down,內褲拉下來
panties_pull,內褲拉下來
pantypull,內褲拉下來
panty_down,內褲拉下來
panty_shot,內褲走光
panchira,內褲走光
panty_flash,內褲走光
bare_feet,赤腳
bare_foot,赤腳
barefeet,赤腳
buttplug,插入式尾巴
anal_plug,插入式尾巴
ankle_bracelets,腳鐲
ankle_bracelet,腳鐲
leg_bracelet,腳鐲
anklets,腳鐲
devil_tail,惡魔尾巴
african_wild_dog_tail,狗尾巴
running_briefs,女式燈籠褲
bum_huggers,女式燈籠褲
bun_huggers,女式燈籠褲
capris,七分褲
cropped_pants,七分褲
skirtsuit,正裝短裙
hot_pants,熱褲
booty_shorts,熱褲
hotpants,熱褲
daisy_dukes,牛仔短褲
jean_shorts,牛仔短褲
daisydukes,牛仔短褲
jean_skirt,牛仔裙
blue_jeans,牛仔褲
coveralls,(尤指女式)連衫褲
tartan_skirt,格子呢短裙
panty_bow,帶蝴蝶結的內褲
burumapull,褪下一部分的內褲
panties_around_leg,一隻腳上掛著內褲
drenched_panties,濕內褲
panty_aside,內褲挪到一邊
panties_behind_pantyhose,穿在褲襪裏的內褲
panties_underneath_pantyhose,穿在褲襪裏的內褲
panties_under_pantiehose,穿在褲襪裏的內褲
panties_below_pantyhose,穿在褲襪裏的內褲
butt,屁股
butt_fangs,正面可見的屁股
ass_fangs,正面可見的屁股
gluteal_fold,正面可見的屁股
robotic_legs,機械腿
thigh_tattoo,腿部紋身
panty_&_stocking_with_garterbelt,吊襪帶內褲和長襪
panty_and_stocking_with_garterbelt,吊襪帶內褲和長襪
thighhighs_over_pantyhose,連褲襪加長筒襪
socks_over_thighhighs,長筒襪加短襪
panties_over_pantyhose,連褲襪上的內褲
pantyhose_under_swimsuit,泳衣下連褲襪
black_garter_belt,黑色吊襪帶
neck_garter,吊襪帶
white_garter_straps,白色吊襪帶
black_garter_straps,黑色吊襪帶
ankle_garter,腳踝吊襪帶
covering_pussy,遮著襠部
first-person_view,第一人稱視角
male_pov,主觀視角
three_sided_view,三視圖
cut-in,插入畫面
breast_awe,著迷於乳房
closeup,特寫鏡頭
view_from_above,俯視鏡頭
viewed_from_above,俯視鏡頭
aerial_view,俯視鏡頭
viewed_from_behind,背影
low_angle,仰視鏡頭
view_from_below,仰視鏡頭
viewed_from_below,仰視鏡頭
side_view,角色的側面
side,角色的側面
viewed_from_side,角色的側面
atmospheric_perspective,大氣距離感
panorama,全景
rotated,經過旋轉的
sideways,橫向顯示的
upsidedown,倒掛的
fewer_digits,缺少手指
missing_fingers,缺少手指
extra_digit,多餘手指
missing_arms,缺少手臂
big_butt,大屁股
big_ass,大屁股
shirikoki,臀交
hotdogging,臀交
lapcup,酒倒在陰部
lap_cup,酒倒在陰部
thigh_cup,酒倒在陰部
liquid_between_thighs,酒倒在陰部
ass_hole,菊花
asshole,菊花
butthole,菊花
butt_hole,菊花
anal_penetration,爆菊
anal_sex,爆菊
watersports,尿尿
need_to_pee,憋尿
fingering_ass,手爆菊
fingering_asshole,手爆菊
annilingus,肛吻
analingus,肛吻
rimjob,肛吻
cum_drinking,吃精
cum_on_face,顏射
hand_job,手淫
tekoki,手淫
milk_breasts,哺乳（大範圍）
lactating,哺乳（大範圍）
milking,哺乳（大範圍）
sucking_breasts,吸乳（中）
nipple_sucking,吸乳（中）
breast_suck,吸乳（中）
sucking_nipples,吸乳（中）
self_breast_sucking,自吸乳
mutual_breast_sucking,雙向吸乳
titjob,乳交
titfuck,乳交
tit_fuck,乳交
vagina,陰戶
vulva,陰戶
pubes,陰毛
hairy_pussy,陰毛
no_vagina,沒逼的
missing_pussy,沒逼的
missing_vagina,沒逼的
novagina,沒逼的
clit,陰蒂
pussy_juice_drip,愛液
vaginal_juices,愛液
squirting_(sex),潮吹
pussy_lick,舔陰
intercrural,腿交
intercrural_sex,腿交
sumata,腿交
thigh_job,腿交
straddle_penis,腿交
